rosbagTimestamp,seq,secs,nsecs,frame_id,child_frame_id,xp,yp,zp,xo,yo,zo,wo,orientation_covariance,xl,yl,zl,xa,ya,za,angular_covariance,normality
1.57E+18,141,1574069809,150923494,map,base_link,7.663357498,-1.965648376,0.542,-0.006633987,0.012187942,-0.149507139,-0.988663269,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.03,0.01,-0.05,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,142,1574069809,431444068,map,base_link,7.756813147,-2.010069807,0.562,-0.006841769,0.025849412,-0.170589706,-0.984979264,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.05,-0.01,-0.02,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,143,1574069809,711718626,map,base_link,7.765309237,-2.110018227,0.585,-0.010056926,0.031082987,-0.180569228,-0.983019562,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0,-0.03,-0.01,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,144,1574069809,971806444,map,base_link,7.773805234,-2.132228981,0.592,-0.014634187,0.031743577,-0.175316134,-0.983891477,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.01,-0.04,0,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,145,1574069810,275014752,map,base_link,7.867260723,-2.043385843,0.596,-0.014531546,0.036886666,-0.174914669,-0.983785071,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.01,0,0.04,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,146,1574069810,584994757,map,base_link,8.003196067,-1.987858801,0.606,-0.014220743,0.038566326,-0.159592258,-0.986326883,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.06,0.01,0.01,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,147,1574069810,844444559,map,base_link,8.105147598,-1.965647935,0.612,-0.013898692,0.03635274,-0.160011607,-0.986347601,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.06,0.03,0.06,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,148,1574069811,159034458,map,base_link,8.22409104,-1.932331668,0.62,-0.014256233,0.042597963,-0.173919241,-0.983734858,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.1,0.06,0.05,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,149,1574069811,432780007,map,base_link,8.360026419,-1.887910007,0.655,-0.01266686,0.034604587,-0.190720482,-0.980952482,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.14,0.05,0.02,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,150,1574069811,670008001,map,base_link,8.444986065,-1.865699162,0.695,-0.014981101,0.025145807,-0.195751428,-0.980216626,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.15,0.06,0,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,151,1574069811,965365992,map,base_link,8.470473918,-1.754645349,0.761,-0.013131671,0.017797969,-0.193617994,-0.980827642,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.14,0.11,-0.08,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,152,1574069812,246427316,map,base_link,8.470473898,-1.654696942,0.834,-0.008127534,0.002655402,-0.195413588,-0.98068365,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.11,0.14,-0.09,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,153,1574069812,535666572,map,base_link,8.461977968,-1.588064688,0.919,-0.003007781,-0.014804585,-0.199403377,-0.979801036,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.07,0.15,-0.11,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,154,1574069812,807612219,map,base_link,8.41100234,-1.61027553,1.009,0.002050097,-0.011277202,-0.205084214,-0.978677213,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.01,0.11,-0.09,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,155,1574069813,91715225,map,base_link,8.385514585,-1.621380962,1.096,0.003487763,-0.012408434,-0.20431967,-0.97881936,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.02,0.09,-0.11,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,156,1574069813,407950368,map,base_link,8.385514691,-1.599170226,1.194,0.020365012,-0.022412011,-0.196632049,-0.980009595,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.03,0.07,-0.15,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,157,1574069813,738986609,map,base_link,8.504458244,-1.56585397,1.28,0.016067582,0.002922894,-0.206373818,-0.978336924,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.05,0.07,-0.07,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,158,1574069813,990233014,map,base_link,8.631897708,-1.532537693,1.33,0.029425458,0.007602217,-0.197891757,-0.979752622,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.03,0.06,-0.03,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,159,1574069814,252295488,map,base_link,8.759337172,-1.499221413,1.381,0.029425458,0.007602217,-0.197891757,-0.979752622,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.01,0.06,-0.13,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,160,1574069814,531168904,map,base_link,8.861288791,-1.477010546,1.456,0.033362794,-0.016812264,-0.183327229,-0.982341793,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0,0.04,-0.05,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,161,1574069814,843627153,map,base_link,8.878280799,-1.47701054,1.514,0.020084968,-0.017122728,-0.176941699,-0.98386739,"[0.792099974536896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4964001356124896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.04,0.07,0,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,162,1574069815,92423391,map,base_link,8.886776804,-1.465905157,1.552,0.001622058,-0.048872407,-0.170677755,-0.984112778,"[0.792099974536896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4964001356124896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.03,0.05,-0.02,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,163,1574069815,352625274,map,base_link,8.895272837,-1.465905159,1.603,0.013962113,-0.035643185,-0.15213997,-0.987617361,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0,0.04,-0.05,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,164,1574069815,609622104,map,base_link,8.903768883,-1.465905162,1.662,0.009705958,-0.033643894,-0.174472017,-0.984039328,"[0.792099974536896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4964001356124896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.01,0.05,-0.02,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,165,1574069815,871516259,map,base_link,8.886776974,-1.432589046,1.709,0.014212863,-0.00292439,-0.17312283,-0.984793343,"[0.792099974536896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4964001356124896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0,0.04,0,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,166,1574069816,130096996,map,base_link,8.886777003,-1.41037829,1.743,0.018026748,-0.004500181,-0.174861705,-0.98441768,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.03,0,0.04,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,167,1574069816,387862041,map,base_link,8.903768969,-1.432589037,1.755,0.021185965,-0.007762432,-0.182896823,-0.982873162,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.08,-0.05,0.08,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,168,1574069816,684191081,map,base_link,8.929256883,-1.45479977,1.759,0.035173988,-0.026816496,-0.194810319,-0.979843154,"[0.792099974536896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.792099974536896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4964001356124896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.11,-0.02,0,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,169,1574069816,933011259,map,base_link,8.963240789,-1.477010499,1.779,0.033283495,-0.032254605,-0.203139258,-0.978052295,"[0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.722500040531159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.016399878120424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.14,0.02,-0.01,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
