rosbagTimestamp,seq,secs,nsecs,frame_id,airspeed,groundspeed,heading,throttle,altitude,climb,normality
1.57407E+18,314,1574069857,343280373,'',0.184000015,0.013743246,71,0,654.75,-0.099426098,1
1.57407E+18,315,1574069857,582847836,'',0.144000009,0.010578509,71,0,654.75,-0.101641499,1
1.57407E+18,316,1574069857,822345978,'',0.17400001,0.020073714,71,0,654.7399902,-0.104620792,1
1.57407E+18,317,1574069858,63222919,'',0.088000007,0.024037955,71,0,654.7299805,-0.10733252,1
1.57407E+18,318,1574069858,302636475,'',0.048,0.024162672,71,0,654.7199707,-0.111125208,1
1.57407E+18,319,1574069858,543273498,'',0.078000002,0.024666063,71,0,654.7199707,-0.111818857,1
1.57407E+18,320,1574069858,785240100,'',0.103000008,0.029378898,72,0,654.7099609,-0.113820605,1
1.57407E+18,321,1574069859,26963014,'',0.312000006,0.027432306,72,0,654.7000122,-0.11567428,1
1.57407E+18,322,1574069859,262279935,'',0.299000025,0.029226186,72,0,654.6900024,-0.117009655,1
1.57407E+18,323,1574069859,502983592,'',0.024,0.043767884,72,0,654.6900024,-0.118867263,1
1.57407E+18,324,1574069859,742503111,'',0.147,0.054886468,72,0,654.6799927,-0.120827362,1
1.57407E+18,325,1574069859,983317378,'',0.259000003,0.073069453,72,0,654.6799927,-0.120738767,1
1.57407E+18,326,1574069860,223574431,'',0.154000014,0.091259524,72,0,654.6699829,-0.122894347,1
1.57407E+18,327,1574069860,464803548,'',0.042000003,0.104033992,72,0,654.6599731,-0.123900987,1
1.57407E+18,328,1574069860,702856333,'',0.169000015,0.105383009,72,0,654.6599731,-0.121937379,1
1.57407E+18,329,1574069860,942367517,'',0.043000001,0.097808301,72,0,654.6499634,-0.120589323,1
1.57407E+18,330,1574069861,182352739,'',0.162,0.097181953,72,0,654.6499634,-0.120954812,1
1.57407E+18,331,1574069861,422604817,'',0.040000003,0.092835158,72,0,654.6599731,-0.119345203,1
1.57407E+18,332,1574069861,669538859,'',0.026000001,0.084209509,72,0,654.6699829,-0.114366814,1
1.57407E+18,333,1574069861,902879880,'',0.043000001,0.078842774,72,0,654.6699829,-0.113415189,1
1.57407E+18,334,1574069862,145286246,'',0.036000002,0.075106166,72,0,654.6799927,-0.111918591,1
1.57407E+18,335,1574069862,382159673,'',0.176000014,0.072615251,72,0,654.6799927,-0.111148775,1
1.57407E+18,336,1574069862,626573412,'',0.221000016,0.070014857,72,0,654.7000122,-0.107267447,1
1.57407E+18,337,1574069862,862325504,'',0.056000002,0.062428799,72,0,654.7000122,-0.10528291,1
1.57407E+18,338,1574069863,104693282,'',0.193000004,0.061246146,72,0,654.7099609,-0.10426189,1
1.57407E+18,339,1574069863,342887070,'',0.058000002,0.062506072,72,0,654.7199707,-0.099691093,1
1.57407E+18,340,1574069863,583024561,'',0.150000006,0.067597784,72,0,654.7299805,-0.094630979,1
1.57407E+18,341,1574069863,825742717,'',0.186000004,0.072345003,72,0,654.7399902,-0.09025199,1
1.57407E+18,342,1574069864,63573357,'',0.178000003,0.080143757,72,0,654.7600098,-0.086777732,1
1.57407E+18,343,1574069864,311943036,'',0.21100001,0.079061285,72,0,654.7699585,-0.082268804,1
1.57407E+18,344,1574069864,542775261,'',0.144000009,0.083668984,72,0,654.789978,-0.078378834,1
1.57407E+18,345,1574069864,790821121,'',0.114000008,0.083661675,72,0,654.8099976,-0.076370381,1
1.57407E+18,346,1574069865,23074534,'',0.281000018,0.076657169,72,0,654.8099976,-0.07611315,1
1.57E+18,628,1574068125,176478457,'',0.407000005,0.048420914,309,0.189999998,667.2600098,-2.152055264,0
1.57E+18,629,1574068125,471026100,'',0.379000008,0.278595388,320,0,666.6900024,-0.076965988,0
1.57E+18,630,1574068125,736646342,'',0.965000033,0.097974718,341,0,666.4699707,-1.666620374,0
1.57E+18,631,1574068126,27497579,'',0.533000052,0.494810253,359,0,666.2099609,-1.243564725,0
1.57E+18,632,1574068126,281665848,'',0.288000017,0.627946556,6,0,666.0299683,-1.147351503,0
1.57E+18,633,1574068126,542979883,'',0.273000002,0.600513875,6,0,665.8800049,-1.101252317,0
1.57E+18,634,1574068126,818233757,'',0.308000028,0.573040068,6,0,665.7600098,-1.048959613,0
1.57E+18,635,1574068127,76095740,'',0.315000027,0.531245708,6,0,665.6699829,-1.005596757,0
1.57E+18,636,1574068127,361302452,'',0.112000003,0.498782724,6,0,665.5899658,-0.96081394,0
1.57E+18,637,1574068127,637079383,'',0.089000002,0.459429383,6,0,665.5299683,-0.911786675,0
1.57E+18,638,1574068127,976508036,'',0.330000013,0.420776188,6,0,665.5,-0.862679005,0
1.57E+18,639,1574068128,251204171,'',0.216000006,0.383758962,6,0,665.4699707,-0.803092301,0
1.57E+18,640,1574068128,499574533,'',0.118000008,0.362893611,6,0,665.4500122,-0.763428807,0
1.57E+18,641,1574068128,786669495,'',0.142000005,0.314506441,5,0,665.4500122,-0.723668933,0
1.57E+18,642,1574068129,58662689,'',0.100000001,0.262697577,5,0,665.4500122,-0.674842954,0
1.57E+18,643,1574068129,321176760,'',0.051000003,0.203622952,5,0,665.4699707,-0.605148494,0
1.57E+18,644,1574068129,606791540,'',0.090000004,0.106950693,4,0,665.5100098,-0.518563509,0
1.57E+18,645,1574068129,887357529,'',0.180000007,0.055259187,4,0,665.5599976,-0.439362824,0
1.57E+18,646,1574068130,134090640,'',0.312000006,0.236535877,4,0,665.6099854,-0.408936113,0
1.57E+18,647,1574068130,381587790,'',0.5,0.572375059,6,0,665.6599731,-0.591266751,0
1.57E+18,648,1574068130,673377536,'',1.016000032,0.923845112,345,0,665.6300049,-0.335437417,0
1.57E+18,649,1574068130,932991299,'',2.821000099,1.092621803,189,0,665.6699829,-0.891945422,0
1.57E+18,650,1574068131,196895217,'',2.210000038,0.79136765,184,0,665.3499756,-2.346534014,0
1.57E+18,651,1574068131,503387554,'',2.242000103,0.283342957,162,0,664.7299805,-2.812572956,0
1.57E+18,652,1574068131,816262070,'',0.603000045,0.512581348,146,0,663.8599854,-3.857578993,0
1.57E+18,653,1574068132,69900954,'',1.478000045,0.622520685,152,0,662.9599609,-4.852113724,0
1.57E+18,654,1574068132,345951789,'',1.265000105,0.54651922,167,0,661.8800049,-5.802769184,0
1.57E+18,655,1574068132,586837610,'',0.59800005,0.80680567,187,0,660.4299927,-6.441761494,0
1.57E+18,656,1574068132,877596529,'',0.76000005,0.978801668,211,0,658.8299561,-7.804134846,0
1.57E+18,657,1574068133,144916511,'',2.243000031,1.220035076,236,0,657.2000122,-8.101635933,0
1.57E+18,658,1574068133,407050257,'',2.627000093,0.441020042,265,0,658.9099731,-6.841410637,0
1.57E+18,659,1574068133,660589823,'',2.19900012,0.458946854,274,0,657.7299805,-6.628824234,0
1.57E+18,660,1574068133,968386824,'',0.438000023,0.446766496,274,0,656.6400146,-6.478144169,0
1.57E+18,661,1574068134,243280203,'',0.262000024,0.664705575,270,0,655.5899658,-7.945224762,0
1.57E+18,662,1574068134,505173312,'',0.51000005,1.118866205,256,0,654.5199585,-8.219935417,0
1.57E+18,663,1574068134,752261440,'',0.994000018,1.133742332,236,0,653.5299683,-8.033911705,0
