,%time,seq,stamp,frame_id,xmf,ymf,zmf,magnetic_field_covariance0,magnetic_field_covariance1,magnetic_field_covariance2,magnetic_field_covariance3,magnetic_field_covariance4,magnetic_field_covariance5,magnetic_field_covariance6,magnetic_field_covariance7,magnetic_field_covariance8
259,1574069847968187683,312,1574069847967810086,base_link,29000,219000,-382000,-1,0,0,0,0,0,0,0,0
260,1574069848199422889,313,1574069848199214516,base_link,27000,223000,-373000,-1,0,0,0,0,0,0,0,0
261,1574069848432972741,314,1574069848432697950,base_link,26000,226000,-372000,-1,0,0,0,0,0,0,0,0
262,1574069848679819448,315,1574069848679579390,base_link,34000,224000,-372000,-1,0,0,0,0,0,0,0,0
263,1574069848922839600,316,1574069848922453742,base_link,40000,227000,-364000,-1,0,0,0,0,0,0,0,0
264,1574069849150266771,317,1574069849150050332,base_link,41000,226000,-358000,-1,0,0,0,0,0,0,0,0
265,1574069849401730757,318,1574069849401386617,base_link,41000,228000,-363000,-1,0,0,0,0,0,0,0,0
266,1574069849652502711,319,1574069849652287072,base_link,47000,226000,-369000,-1,0,0,0,0,0,0,0,0
267,1574069849885224827,320,1574069849884749230,base_link,38000,227000,-358000,-1,0,0,0,0,0,0,0,0
268,1574069850109970780,321,1574069850109746659,base_link,42000,227000,-363000,-1,0,0,0,0,0,0,0,0
269,1574069850353600009,322,1574069850353248319,base_link,44000,224000,-362000,-1,0,0,0,0,0,0,0,0
270,1574069850605040366,323,1574069850604823571,base_link,49000,228000,-364000,-1,0,0,0,0,0,0,0,0
271,1574069850831478812,324,1574069850831178271,base_link,46000,224000,-370000,-1,0,0,0,0,0,0,0,0
272,1574069851079969794,325,1574069851079754426,base_link,43000,225000,-361000,-1,0,0,0,0,0,0,0,0
273,1574069851309442558,326,1574069851309181159,base_link,44000,225000,-366000,-1,0,0,0,0,0,0,0,0
274,1574069851559095179,327,1574069851558953423,base_link,51000,223000,-366000,-1,0,0,0,0,0,0,0,0
275,1574069851800849972,328,1574069851800618715,base_link,52000,224000,-370000,-1,0,0,0,0,0,0,0,0
276,1574069852031987299,329,1574069852031816262,base_link,41000,224000,-364000,-1,0,0,0,0,0,0,0,0
277,1574069852283463592,330,1574069852283072559,base_link,43000,223000,-365000,-1,0,0,0,0,0,0,0,0
278,1574069852511579279,331,1574069852511420910,base_link,46000,226000,-372000,-1,0,0,0,0,0,0,0,0
279,1574069852766151855,332,1574069852765723485,base_link,47000,228000,-371000,-1,0,0,0,0,0,0,0,0
280,1574069852999040357,333,1574069852998869141,base_link,49000,226000,-371000,-1,0,0,0,0,0,0,0,0
281,1574069853232603762,334,1574069853232272763,base_link,45000,223000,-364000,-1,0,0,0,0,0,0,0,0
282,1574069853479365098,335,1574069853479154897,base_link,49000,223000,-371000,-1,0,0,0,0,0,0,0,0
283,1574069853720213088,336,1574069853719816557,base_link,49000,226000,-366000,-1,0,0,0,0,0,0,0,0
284,1574069853972083032,337,1574069853971857831,base_link,47000,222000,-371000,-1,0,0,0,0,0,0,0,0
285,1574069854200238287,338,1574069854200049023,base_link,44000,225000,-369000,-1,0,0,0,0,0,0,0,0
286,1574069854436832883,339,1574069854436658437,base_link,48000,222000,-361000,-1,0,0,0,0,0,0,0,0
287,1574069854679661059,340,1574069854679295385,base_link,50000,223000,-367000,-1,0,0,0,0,0,0,0,0
288,1574069854913132668,341,1574069854912903770,base_link,49000,227000,-365000,-1,0,0,0,0,0,0,0,0
289,1574069855150771531,342,1574069855150477780,base_link,44000,223000,-366000,-1,0,0,0,0,0,0,0,0
290,1574069855404612709,343,1574069855404428186,base_link,44000,230000,-360000,-1,0,0,0,0,0,0,0,0
291,1574069855633091726,344,1574069855632696354,base_link,51000,224000,-368000,-1,0,0,0,0,0,0,0,0
292,1574069855879911089,345,1574069855879693204,base_link,50000,226000,-367000,-1,0,0,0,0,0,0,0,0
293,1574069856120409532,346,1574069856120034537,base_link,48000,227000,-358000,-1,0,0,0,0,0,0,0,0
294,1574069856359018176,347,1574069856358829900,base_link,41000,238000,-366000,-1,0,0,0,0,0,0,0,0
295,1574069856592557408,348,1574069856592251121,base_link,49000,225000,-367000,-1,0,0,0,0,0,0,0,0
296,1574069856839321742,349,1574069856839094897,base_link,46000,226000,-369000,-1,0,0,0,0,0,0,0,0
297,1574069857080119206,350,1574069857079731627,base_link,39000,226000,-362000,-1,0,0,0,0,0,0,0,0
298,1574069857319705145,351,1574069857319498688,base_link,40000,221000,-367000,-1,0,0,0,0,0,0,0,0
299,1574069857557612153,352,1574069857557250212,base_link,48000,222000,-366000,-1,0,0,0,0,0,0,0,0
300,1574069857797359738,353,1574069857797165258,base_link,50000,220000,-370000,-1,0,0,0,0,0,0,0,0
301,1574069858044742440,354,1574069858044387766,base_link,42000,223000,-364000,-1,0,0,0,0,0,0,0,0
302,1574069858279461865,355,1574069858279184619,base_link,44000,227000,-360000,-1,0,0,0,0,0,0,0,0
303,1574069858523259875,356,1574069858522939505,base_link,49000,225000,-365000,-1,0,0,0,0,0,0,0,0
304,1574069858759773316,357,1574069858759460150,base_link,48000,224000,-368000,-1,0,0,0,0,0,0,0,0
305,1574069859000437733,358,1574069859000039011,base_link,46000,219000,-359000,-1,0,0,0,0,0,0,0,0
306,1574069859239124415,359,1574069859233130495,base_link,41000,224000,-365000,-1,0,0,0,0,0,0,0,0
307,1574069859477118415,360,1574069859476840219,base_link,39000,225000,-365000,-1,0,0,0,0,0,0,0,0
308,1574069859709596658,361,1574069859709382443,base_link,44000,229000,-363000,-1,0,0,0,0,0,0,0,0
309,1574069859949354127,362,1574069859949144769,base_link,44000,228000,-372000,-1,0,0,0,0,0,0,0,0
310,1574069860195699486,363,1574069860195332930,base_link,44000,226000,-366000,-1,0,0,0,0,0,0,0,0
311,1574069860439243126,364,1574069860439091425,base_link,40000,223000,-364000,-1,0,0,0,0,0,0,0,0
312,1574069860674175448,365,1574069860673761409,base_link,50000,224000,-367000,-1,0,0,0,0,0,0,0,0
313,1574069860910215505,366,1574069860909941849,base_link,49000,223000,-368000,-1,0,0,0,0,0,0,0,0
314,1574069861165686584,367,1574069861165242528,base_link,44000,225000,-363000,-1,0,0,0,0,0,0,0,0
315,1574069861395842384,368,1574069861395642095,base_link,40000,224000,-365000,-1,0,0,0,0,0,0,0,0
316,1574069861630768490,369,1574069861630437609,base_link,46000,225000,-365000,-1,0,0,0,0,0,0,0,0
317,1574069861879118992,370,1574069861878907820,base_link,45000,219000,-367000,-1,0,0,0,0,0,0,0,0
318,1574069862113686919,371,1574069862113324971,base_link,45000,223000,-361000,-1,0,0,0,0,0,0,0,0
319,1574069862352894602,372,1574069862352707549,base_link,45000,224000,-361000,-1,0,0,0,0,0,0,0,0
320,1574069862612588146,373,1574069862612198450,base_link,52000,221000,-364000,-1,0,0,0,0,0,0,0,0
321,1574069862838557316,374,1574069862838284762,base_link,50000,224000,-368000,-1,0,0,0,0,0,0,0,0
322,1574069863076568753,375,1574069863076187768,base_link,43000,227000,-363000,-1,0,0,0,0,0,0,0,0
323,1574069863312993798,376,1574069863312786643,base_link,43000,223000,-363000,-1,0,0,0,0,0,0,0,0
324,1574069863549056030,377,1574069863548874480,base_link,49000,228000,-369000,-1,0,0,0,0,0,0,0,0
325,1574069863799150316,378,1574069863798938042,base_link,47000,224000,-367000,-1,0,0,0,0,0,0,0,0
326,1574069864039927132,379,1574069864039578565,base_link,46000,223000,-358000,-1,0,0,0,0,0,0,0,0
327,1574069864281480327,380,1574069864281306144,base_link,41000,226000,-358000,-1,0,0,0,0,0,0,0,0
328,1574069864523367210,381,1574069864523063388,base_link,48000,225000,-370000,-1,0,0,0,0,0,0,0,0
329,1574069864758828491,382,1574069864758590315,base_link,46000,223000,-369000,-1,0,0,0,0,0,0,0,0
330,1574069864999656388,383,1574069864999206923,base_link,37000,226000,-359000,-1,0,0,0,0,0,0,0,0
0,1574069785820768405,53,1574069785820633188,base_link,111000,222000,-379000,-1,0,0,0,0,0,0,0,0
1,1574069786060301704,54,1574069786060073926,base_link,114000,217000,-377000,-1,0,0,0,0,0,0,0,0
2,1574069786297774451,55,1574069786297423343,base_link,111000,216000,-369000,-1,0,0,0,0,0,0,0,0
3,1574069786532848122,56,1574069786532616666,base_link,104000,221000,-373000,-1,0,0,0,0,0,0,0,0
4,1574069786785251422,57,1574069786784905174,base_link,122000,216000,-383000,-1,0,0,0,0,0,0,0,0
5,1574069787019754063,58,1574069787019552914,base_link,123000,218000,-371000,-1,0,0,0,0,0,0,0,0
6,1574069787260611738,59,1574069787260202320,base_link,112000,217000,-368000,-1,0,0,0,0,0,0,0,0
7,1574069787502769140,60,1574069787502453808,base_link,109000,217000,-370000,-1,0,0,0,0,0,0,0,0
8,1574069787733342222,61,1574069787732972790,base_link,113000,216000,-380000,-1,0,0,0,0,0,0,0,0
9,1574069787976203214,62,1574069787975992759,base_link,116000,217000,-378000,-1,0,0,0,0,0,0,0,0
10,1574069788226364073,63,1574069788226005957,base_link,110000,218000,-370000,-1,0,0,0,0,0,0,0,0
11,1574069788470585867,64,1574069788470334043,base_link,108000,221000,-372000,-1,0,0,0,0,0,0,0,0
12,1574069788711749140,65,1574069788711352307,base_link,112000,221000,-379000,-1,0,0,0,0,0,0,0,0
13,1574069788930337791,66,1574069788930133833,base_link,112000,218000,-380000,-1,0,0,0,0,0,0,0,0
14,1574069789181723628,67,1574069789181500083,base_link,118000,218000,-379000,-1,0,0,0,0,0,0,0,0
15,1574069789414387237,68,1574069789414116212,base_link,107000,221000,-369000,-1,0,0,0,0,0,0,0,0
16,1574069789655469142,69,1574069789655225299,base_link,109000,218000,-369000,-1,0,0,0,0,0,0,0,0
17,1574069789896893050,70,1574069789896563766,base_link,109000,222000,-377000,-1,0,0,0,0,0,0,0,0
18,1574069790136261078,71,1574069790136056075,base_link,118000,218000,-373000,-1,0,0,0,0,0,0,0,0
19,1574069790385455171,72,1574069790385095431,base_link,114000,218000,-368000,-1,0,0,0,0,0,0,0,0
20,1574069790614672254,73,1574069790614463070,base_link,106000,217000,-375000,-1,0,0,0,0,0,0,0,0
21,1574069790862016097,74,1574069790861781913,base_link,114000,217000,-376000,-1,0,0,0,0,0,0,0,0
22,1574069791105318907,75,1574069791105118414,base_link,116000,218000,-367000,-1,0,0,0,0,0,0,0,0
23,1574069791340517564,76,1574069791340102459,base_link,109000,220000,-372000,-1,0,0,0,0,0,0,0,0
24,1574069791590771657,77,1574069791590498164,base_link,107000,217000,-370000,-1,0,0,0,0,0,0,0,0
25,1574069791814971031,78,1574069791814570745,base_link,115000,218000,-380000,-1,0,0,0,0,0,0,0,0
26,1574069792055815600,79,1574069792055632475,base_link,116000,221000,-375000,-1,0,0,0,0,0,0,0,0
27,1574069792311370778,80,1574069792311056739,base_link,111000,219000,-371000,-1,0,0,0,0,0,0,0,0
28,1574069792529456106,81,1574069792529269867,base_link,109000,221000,-370000,-1,0,0,0,0,0,0,0,0
29,1574069792786689257,82,1574069792786325525,base_link,115000,217000,-376000,-1,0,0,0,0,0,0,0,0
30,1574069793019965170,83,1574069793019714999,base_link,114000,218000,-374000,-1,0,0,0,0,0,0,0,0
31,1574069793257896777,84,1574069793257516047,base_link,111000,218000,-375000,-1,0,0,0,0,0,0,0,0
32,1574069793501076397,85,1574069793500870515,base_link,105000,223000,-370000,-1,0,0,0,0,0,0,0,0
33,1574069793733671365,86,1574069793733288562,base_link,114000,220000,-377000,-1,0,0,0,0,0,0,0,0
34,1574069793932633919,87,1574069793932437391,base_link,116000,223000,-375000,-1,0,0,0,0,0,0,0,0
35,1574069794181371851,88,1574069794180945600,base_link,118000,220000,-374000,-1,0,0,0,0,0,0,0,0
36,1574069794415240740,89,1574069794414983062,base_link,114000,221000,-377000,-1,0,0,0,0,0,0,0,0
37,1574069794655025054,90,1574069794654796671,base_link,116000,220000,-377000,-1,0,0,0,0,0,0,0,0
38,1574069794891623116,91,1574069794891304096,base_link,118000,217000,-378000,-1,0,0,0,0,0,0,0,0
39,1574069795135984709,92,1574069795135608178,base_link,118000,220000,-381000,-1,0,0,0,0,0,0,0,0
40,1574069795374224822,93,1574069795373837842,base_link,114000,217000,-378000,-1,0,0,0,0,0,0,0,0
41,1574069795646564046,94,1574069795646162323,base_link,117000,218000,-374000,-1,0,0,0,0,0,0,0,0
42,1574069795847500954,95,1574069795847295210,base_link,118000,215000,-374000,-1,0,0,0,0,0,0,0,0
43,1574069796086951294,96,1574069796086710710,base_link,119000,217000,-372000,-1,0,0,0,0,0,0,0,0
44,1574069796356843907,97,1574069796356640993,base_link,124000,212000,-368000,-1,0,0,0,0,0,0,0,0
45,1574069796585798730,98,1574069796585384193,base_link,122000,217000,-367000,-1,0,0,0,0,0,0,0,0
46,1574069796813461666,99,1574069796813256148,base_link,118000,209000,-369000,-1,0,0,0,0,0,0,0,0
47,1574069797048284496,100,1574069797048066493,base_link,121000,216000,-372000,-1,0,0,0,0,0,0,0,0
48,1574069797321857310,101,1574069797321586094,base_link,120000,213000,-367000,-1,0,0,0,0,0,0,0,0
49,1574069797532366556,102,1574069797532209285,base_link,117000,215000,-365000,-1,0,0,0,0,0,0,0,0
50,1574069797770407189,103,1574069797770000514,base_link,120000,213000,-366000,-1,0,0,0,0,0,0,0,0
51,1574069798009726914,104,1574069798009514161,base_link,119000,212000,-371000,-1,0,0,0,0,0,0,0,0
52,1574069798263602947,105,1574069798263293152,base_link,126000,215000,-369000,-1,0,0,0,0,0,0,0,0
53,1574069798495174045,106,1574069798495029361,base_link,120000,211000,-367000,-1,0,0,0,0,0,0,0,0
54,1574069798730906790,107,1574069798730540735,base_link,118000,211000,-373000,-1,0,0,0,0,0,0,0,0
55,1574069798970548634,108,1574069798970356689,base_link,116000,221000,-375000,-1,0,0,0,0,0,0,0,0
56,1574069799235049238,109,1574069799234695418,base_link,125000,213000,-373000,-1,0,0,0,0,0,0,0,0
57,1574069799454484674,110,1574069799454300062,base_link,122000,211000,-368000,-1,0,0,0,0,0,0,0,0
58,1574069799700311140,111,1574069799699944510,base_link,121000,216000,-372000,-1,0,0,0,0,0,0,0,0
59,1574069799933050333,112,1574069799932891157,base_link,115000,209000,-372000,-1,0,0,0,0,0,0,0,0
60,1574069800175716206,113,1574069800175323740,base_link,119000,214000,-369000,-1,0,0,0,0,0,0,0,0
61,1574069800450800311,114,1574069800450556332,base_link,116000,216000,-371000,-1,0,0,0,0,0,0,0,0
62,1574069800648099406,115,1574069800647659779,base_link,118000,215000,-373000,-1,0,0,0,0,0,0,0,0
63,1574069800889566384,116,1574069800889302688,base_link,120000,209000,-374000,-1,0,0,0,0,0,0,0,0
64,1574069801130334954,117,1574069801129884049,base_link,123000,216000,-369000,-1,0,0,0,0,0,0,0,0
65,1574069801381383523,118,1574069801381108498,base_link,116000,212000,-366000,-1,0,0,0,0,0,0,0,0
66,1574069801631435983,119,1574069801631064837,base_link,121000,213000,-368000,-1,0,0,0,0,0,0,0,0
67,1574069801854321670,120,1574069801854173633,base_link,119000,211000,-364000,-1,0,0,0,0,0,0,0,0
68,1574069802100423796,121,1574069802100036398,base_link,123000,214000,-369000,-1,0,0,0,0,0,0,0,0
69,1574069802337374785,122,1574069802337190913,base_link,125000,213000,-371000,-1,0,0,0,0,0,0,0,0
70,1574069802620843262,123,1574069802620353261,base_link,114000,215000,-367000,-1,0,0,0,0,0,0,0,0
71,1574069802815391663,124,1574069802815216298,base_link,123000,213000,-374000,-1,0,0,0,0,0,0,0,0
72,1574069803055330072,125,1574069803054927691,base_link,125000,209000,-372000,-1,0,0,0,0,0,0,0,0
73,1574069803290150032,126,1574069803289864217,base_link,118000,212000,-367000,-1,0,0,0,0,0,0,0,0
74,1574069803531457224,127,1574069803531093054,base_link,125000,214000,-358000,-1,0,0,0,0,0,0,0,0
75,1574069803792156631,128,1574069803791990393,base_link,123000,210000,-364000,-1,0,0,0,0,0,0,0,0
76,1574069804016259896,129,1574069804015862543,base_link,120000,209000,-369000,-1,0,0,0,0,0,0,0,0
77,1574069804256422497,130,1574069804256210444,base_link,128000,210000,-360000,-1,0,0,0,0,0,0,0,0
78,1574069804487263955,131,1574069804486927464,base_link,120000,208000,-366000,-1,0,0,0,0,0,0,0,0
79,1574069804770648628,132,1574069804770414262,base_link,122000,211000,-369000,-1,0,0,0,0,0,0,0,0
80,1574069804972362267,133,1574069804971984625,base_link,121000,212000,-369000,-1,0,0,0,0,0,0,0,0
81,1574069805224811207,134,1574069805224493887,base_link,130000,204000,-367000,-1,0,0,0,0,0,0,0,0
82,1574069805452589119,135,1574069805452348949,base_link,126000,204000,-363000,-1,0,0,0,0,0,0,0,0
83,1574069805715124224,136,1574069805714730782,base_link,131000,209000,-364000,-1,0,0,0,0,0,0,0,0
84,1574069805957190797,137,1574069805956908202,base_link,130000,218000,-364000,-1,0,0,0,0,0,0,0,0
85,1574069806173187283,138,1574069806172827712,base_link,121000,216000,-369000,-1,0,0,0,0,0,0,0,0
86,1574069806432995042,139,1574069806432893857,base_link,103000,211000,-368000,-1,0,0,0,0,0,0,0,0
87,1574069806678268518,140,1574069806677831362,base_link,110000,218000,-365000,-1,0,0,0,0,0,0,0,0
88,1574069806922172451,141,1574069806921981185,base_link,108000,222000,-369000,-1,0,0,0,0,0,0,0,0
89,1574069807135822399,142,1574069807135447979,base_link,105000,220000,-368000,-1,0,0,0,0,0,0,0,0
90,1574069807375433148,143,1574069807375259024,base_link,111000,216000,-358000,-1,0,0,0,0,0,0,0,0
91,1574069807643094798,144,1574069807642717942,base_link,103000,218000,-366000,-1,0,0,0,0,0,0,0,0
92,1574069807856295919,145,1574069807856098885,base_link,102000,226000,-368000,-1,0,0,0,0,0,0,0,0
93,1574069808086388691,146,1574069808085982614,base_link,100000,228000,-367000,-1,0,0,0,0,0,0,0,0
94,1574069808338479443,147,1574069808338249938,base_link,96000,223000,-359000,-1,0,0,0,0,0,0,0,0
95,1574069808597156851,148,1574069808596783772,base_link,67000,224000,-365000,-1,0,0,0,0,0,0,0,0
96,1574069808814601880,149,1574069808814371330,base_link,55000,223000,-358000,-1,0,0,0,0,0,0,0,0
97,1574069809044569891,150,1574069809044139797,base_link,55000,224000,-366000,-1,0,0,0,0,0,0,0,0
98,1574069809322490606,151,1574069809322294395,base_link,58000,228000,-367000,-1,0,0,0,0,0,0,0,0
99,1574069809544350067,152,1574069809544142343,base_link,54000,219000,-362000,-1,0,0,0,0,0,0,0,0
100,1574069809770577401,153,1574069809770180288,base_link,56000,217000,-368000,-1,0,0,0,0,0,0,0,0
101,1574069810015121901,154,1574069810014856537,base_link,55000,221000,-371000,-1,0,0,0,0,0,0,0,0
102,1574069810244934989,155,1574069810244539100,base_link,49000,222000,-368000,-1,0,0,0,0,0,0,0,0
103,1574069810511906367,156,1574069810511683189,base_link,44000,224000,-363000,-1,0,0,0,0,0,0,0,0
104,1574069810736093209,157,1574069810735676645,base_link,42000,224000,-365000,-1,0,0,0,0,0,0,0,0
105,1574069810966258042,158,1574069810966013512,base_link,42000,215000,-369000,-1,0,0,0,0,0,0,0,0
106,1574069811220746822,159,1574069811220357749,base_link,48000,221000,-367000,-1,0,0,0,0,0,0,0,0
107,1574069811449125218,160,1574069811448985004,base_link,60000,222000,-363000,-1,0,0,0,0,0,0,0,0
108,1574069811735607341,161,1574069811735212009,base_link,70000,216000,-373000,-1,0,0,0,0,0,0,0,0
109,1574069811931824529,162,1574069811931538699,base_link,69000,218000,-361000,-1,0,0,0,0,0,0,0,0
110,1574069812176591853,163,1574069812176247974,base_link,84000,227000,-367000,-1,0,0,0,0,0,0,0,0
111,1574069812432269044,164,1574069812432064577,base_link,88000,219000,-360000,-1,0,0,0,0,0,0,0,0
112,1574069812651584186,165,1574069812651285570,base_link,98000,223000,-355000,-1,0,0,0,0,0,0,0,0
113,1574069812905135225,166,1574069812904982769,base_link,97000,226000,-358000,-1,0,0,0,0,0,0,0,0
114,1574069813130745474,167,1574069813130486009,base_link,96000,225000,-355000,-1,0,0,0,0,0,0,0,0
115,1574069813374783299,168,1574069813374370918,base_link,103000,234000,-350000,-1,0,0,0,0,0,0,0,0
116,1574069813615278579,169,1574069813614993271,base_link,97000,240000,-345000,-1,0,0,0,0,0,0,0,0
117,1574069813852428594,170,1574069813852039036,base_link,91000,244000,-347000,-1,0,0,0,0,0,0,0,0
118,1574069814092170173,171,1574069814091984741,base_link,84000,243000,-341000,-1,0,0,0,0,0,0,0,0
119,1574069814339601232,172,1574069814339224908,base_link,91000,247000,-336000,-1,0,0,0,0,0,0,0,0
120,1574069814569187942,173,1574069814568992856,base_link,86000,241000,-340000,-1,0,0,0,0,0,0,0,0
121,1574069814816083318,174,1574069814815671214,base_link,93000,237000,-362000,-1,0,0,0,0,0,0,0,0
122,1574069815048848161,175,1574069815048559045,base_link,91000,236000,-346000,-1,0,0,0,0,0,0,0,0
123,1574069815302771570,176,1574069815302538123,base_link,95000,238000,-357000,-1,0,0,0,0,0,0,0,0
124,1574069815529744581,177,1574069815529595269,base_link,96000,234000,-355000,-1,0,0,0,0,0,0,0,0
125,1574069815785696671,178,1574069815785316273,base_link,76000,239000,-350000,-1,0,0,0,0,0,0,0,0
126,1574069816015071845,179,1574069816014859189,base_link,79000,243000,-351000,-1,0,0,0,0,0,0,0,0
127,1574069816262134388,180,1574069816261728159,base_link,88000,246000,-348000,-1,0,0,0,0,0,0,0,0
128,1574069816489304337,181,1574069816489150200,base_link,108000,244000,-334000,-1,0,0,0,0,0,0,0,0
129,1574069816734611236,182,1574069816734347400,base_link,110000,247000,-342000,-1,0,0,0,0,0,0,0,0
130,1574069816969033606,183,1574069816968712387,base_link,101000,252000,-344000,-1,0,0,0,0,0,0,0,0
131,1574069817208902411,184,1574069817208699928,base_link,99000,242000,-324000,-1,0,0,0,0,0,0,0,0
132,1574069817454719872,185,1574069817454284531,base_link,74000,253000,-342000,-1,0,0,0,0,0,0,0,0
133,1574069817699024382,186,1574069817698666075,base_link,78000,250000,-340000,-1,0,0,0,0,0,0,0,0
134,1574069817955521768,187,1574069817955379276,base_link,80000,253000,-335000,-1,0,0,0,0,0,0,0,0
135,1574069818215085120,188,1574069818214683056,base_link,94000,248000,-336000,-1,0,0,0,0,0,0,0,0
136,1574069818412192980,189,1574069818411798636,base_link,89000,252000,-339000,-1,0,0,0,0,0,0,0,0
137,1574069818647452057,190,1574069818647223570,base_link,105000,241000,-334000,-1,0,0,0,0,0,0,0,0
138,1574069818887360907,191,1574069818887023702,base_link,91000,257000,-348000,-1,0,0,0,0,0,0,0,0
139,1574069819151789344,192,1574069819151625422,base_link,98000,246000,-351000,-1,0,0,0,0,0,0,0,0
140,1574069819373640403,193,1574069819373222129,base_link,99000,232000,-345000,-1,0,0,0,0,0,0,0,0
141,1574069819615327126,194,1574069819615135274,base_link,104000,236000,-360000,-1,0,0,0,0,0,0,0,0
142,1574069819867510079,195,1574069819867146311,base_link,114000,229000,-357000,-1,0,0,0,0,0,0,0,0
143,1574069820123070484,196,1574069820122873867,base_link,122000,228000,-353000,-1,0,0,0,0,0,0,0,0
144,1574069820345045892,197,1574069820344655398,base_link,122000,225000,-340000,-1,0,0,0,0,0,0,0,0
145,1574069820584492471,198,1574069820584339659,base_link,125000,227000,-344000,-1,0,0,0,0,0,0,0,0
146,1574069820822634755,199,1574069820822211448,base_link,129000,217000,-351000,-1,0,0,0,0,0,0,0,0
147,1574069821064976388,200,1574069821064773601,base_link,129000,199000,-367000,-1,0,0,0,0,0,0,0,0
148,1574069821295904694,201,1574069821295709386,base_link,130000,187000,-379000,-1,0,0,0,0,0,0,0,0
149,1574069821541176577,202,1574069821540994868,base_link,128000,179000,-369000,-1,0,0,0,0,0,0,0,0
150,1574069821793294850,203,1574069821792995019,base_link,122000,173000,-383000,-1,0,0,0,0,0,0,0,0
151,1574069822031034360,204,1574069822030644675,base_link,127000,166000,-374000,-1,0,0,0,0,0,0,0,0
152,1574069822247824561,205,1574069822247591128,base_link,114000,162000,-383000,-1,0,0,0,0,0,0,0,0
153,1574069822492344228,206,1574069822491963746,base_link,126000,177000,-384000,-1,0,0,0,0,0,0,0,0
154,1574069822734775748,207,1574069822734586835,base_link,123000,199000,-377000,-1,0,0,0,0,0,0,0,0
155,1574069822991116122,208,1574069822990741212,base_link,123000,225000,-352000,-1,0,0,0,0,0,0,0,0
156,1574069823212099651,209,1574069823211896457,base_link,136000,235000,-343000,-1,0,0,0,0,0,0,0,0
157,1574069823451607107,210,1574069823451202477,base_link,141000,226000,-332000,-1,0,0,0,0,0,0,0,0
158,1574069823689591741,211,1574069823689355114,base_link,127000,231000,-354000,-1,0,0,0,0,0,0,0,0
159,1574069823936082276,212,1574069823935709219,base_link,127000,229000,-362000,-1,0,0,0,0,0,0,0,0
160,1574069824190247532,213,1574069824190000810,base_link,128000,215000,-359000,-1,0,0,0,0,0,0,0,0
161,1574069824413991848,214,1574069824413511266,base_link,122000,217000,-358000,-1,0,0,0,0,0,0,0,0
162,1574069824652169339,215,1574069824651993375,base_link,131000,216000,-363000,-1,0,0,0,0,0,0,0,0
163,1574069824889737526,216,1574069824889304142,base_link,133000,212000,-347000,-1,0,0,0,0,0,0,0,0
164,1574069825129666543,217,1574069825129357218,base_link,139000,217000,-364000,-1,0,0,0,0,0,0,0,0
165,1574069825371113592,218,1574069825370836703,base_link,150000,213000,-353000,-1,0,0,0,0,0,0,0,0
166,1574069825615305563,219,1574069825614869401,base_link,147000,218000,-348000,-1,0,0,0,0,0,0,0,0
167,1574069825846430980,220,1574069825846281679,base_link,145000,225000,-343000,-1,0,0,0,0,0,0,0,0
168,1574069826105644383,221,1574069826105306041,base_link,149000,230000,-354000,-1,0,0,0,0,0,0,0,0
169,1574069826331713821,222,1574069826331526531,base_link,154000,220000,-341000,-1,0,0,0,0,0,0,0,0
170,1574069826572521854,223,1574069826572170975,base_link,144000,216000,-356000,-1,0,0,0,0,0,0,0,0
171,1574069826809359505,224,1574069826809145306,base_link,150000,215000,-358000,-1,0,0,0,0,0,0,0,0
172,1574069827055058277,225,1574069827054666275,base_link,148000,205000,-358000,-1,0,0,0,0,0,0,0,0
173,1574069827289768698,226,1574069827289509020,base_link,153000,202000,-348000,-1,0,0,0,0,0,0,0,0
174,1574069827530503202,227,1574069827530017069,base_link,142000,213000,-350000,-1,0,0,0,0,0,0,0,0
175,1574069827775864886,228,1574069827775695929,base_link,137000,221000,-350000,-1,0,0,0,0,0,0,0,0
176,1574069828011428659,229,1574069828011047986,base_link,135000,221000,-350000,-1,0,0,0,0,0,0,0,0
177,1574069828281813510,230,1574069828281669615,base_link,138000,209000,-357000,-1,0,0,0,0,0,0,0,0
178,1574069828495889026,231,1574069828495475156,base_link,124000,220000,-361000,-1,0,0,0,0,0,0,0,0
179,1574069828729466441,232,1574069828729234750,base_link,121000,222000,-355000,-1,0,0,0,0,0,0,0,0
180,1574069828972879350,233,1574069828972489119,base_link,112000,231000,-358000,-1,0,0,0,0,0,0,0,0
181,1574069829208809682,234,1574069829208588160,base_link,122000,222000,-352000,-1,0,0,0,0,0,0,0,0
182,1574069829448536864,235,1574069829448119247,base_link,129000,219000,-351000,-1,0,0,0,0,0,0,0,0
183,1574069829687134420,236,1574069829686857339,base_link,121000,223000,-358000,-1,0,0,0,0,0,0,0,0
184,1574069829932636330,237,1574069829932505241,base_link,137000,219000,-350000,-1,0,0,0,0,0,0,0,0
185,1574069830180987727,238,1574069830180614027,base_link,136000,214000,-357000,-1,0,0,0,0,0,0,0,0
186,1574069830429522098,239,1574069830429387196,base_link,144000,223000,-338000,-1,0,0,0,0,0,0,0,0
187,1574069830675042297,240,1574069830674687068,base_link,149000,228000,-342000,-1,0,0,0,0,0,0,0,0
188,1574069830893265217,241,1574069830893054240,base_link,141000,240000,-342000,-1,0,0,0,0,0,0,0,0
